rank,uri,artist_names,track_name,source,peak_rank,previous_rank,days_on_chart,streams,date
183,spotify:track:1ZMiCix7XSAbfAJlEZWMCp,Harry Styles,Falling,Columbia,18,190,523,750217,2021-11-02
184,spotify:track:30QR0ndUdiiMQMA9g1PGCm,$uicideboy$,"...And to Those I Love, Thanks for Sticking Around",G59 Records,82,187,45,747255,2021-11-02
185,spotify:track:1sx0XsWUusUoPstbvokZjP,Tai Verdes,A-O-K,Arista Records,101,185,83,744351,2021-11-02
186,spotify:track:6tDDoYIxWvMLTdKpjFkc1B,Kali Uchis,telepatía,EMI / Interscope,2,192,258,741717,2021-11-02
187,spotify:track:39LLxExYz6ewLAcYrzQQyP,Dua Lipa,Levitating,Warner Records,35,194,222,739585,2021-11-02
188,spotify:track:2USlegnFJLrVLpoVfPimKB,"Gabry Ponte, LUM!X, Prezioso",Thunder,Spinnin' Records,158,196,19,738951,2021-11-02
189,spotify:track:1JSTJqkT5qHq8MDJnJbRE1,The Police,Every Breath You Take,Polydor Records,129,193,361,738693,2021-11-02
190,spotify:track:3hRV0jL3vUpRrcy398teAU,Lord Huron,The Night We Met,IAMSOUND,51,197,196,738629,2021-11-02
191,spotify:track:0YbI9lWxUBsCJLb6EBydkr,Ed Sheeran,Leave Your Life,Atlantic Records UK,61,145,5,738250,2021-11-02
192,spotify:track:46nvQpUDsxpS08UTFOeKTA,"MEDUZA, Hozier",Tell It To My Heart,Universal-Island Records Ltd.,89,-1,3,734492,2021-11-02
193,spotify:track:6b2HYgqcK9mvktt4GxAu72,"Justin Quiles, Chimbala, Zion & Lennox",Loco,WEA Latina,55,191,149,730924,2021-11-02
194,spotify:track:2Fxmhks0bxGSBdJ92vM42m,Billie Eilish,bad guy,Darkroom/Interscope Records,1,122,941,730394,2021-11-02
195,spotify:track:1u8c2t2Cy7UBoG4ArRcF5g,Taylor Swift,Blank Space,"Big Machine Records, LLC",122,-1,40,727699,2021-11-02
196,spotify:track:3jjujdWJ72nww5eGnfs2E7,Harry Styles,Adore You,Columbia,3,-1,653,726645,2021-11-02
197,spotify:track:7hxHWCCAIIxFLCzvDgnQHX,"Internet Money, Gunna, Don Toliver, NAV","Lemonade (feat. Gunna, Don Toliver & NAV)",Internet Money Records/ TenThousand Projects,2,195,445,723296,2021-11-02
198,spotify:track:0VuDtcT7H4CAljLZEH021x,Ed Sheeran,Stop The Rain,Atlantic Records UK,75,159,5,721976,2021-11-02
199,spotify:track:7fBv7CLKzipRk6EC6TWHOB,The Weeknd,The Hills,Universal Republic Records,24,-1,233,720911,2021-11-02
200,spotify:track:6ocbgoVGwYJhOv1GgI9NsF,Ariana Grande,7 rings,Republic Records,1,-1,987,718305,2021-11-02
