rank,uri,artist_names,track_name,source,peak_rank,previous_rank,days_on_chart,streams,date
183,spotify:track:2qEoAz0i6yEz5dPggABcLH,"Fuego, Manuel Turizo, Duki",Una Vaina Loca,Chosen Few/ WK Records,183,-1,1,757052,2021-11-09
184,spotify:track:6b2HYgqcK9mvktt4GxAu72,"Justin Quiles, Chimbala, Zion & Lennox",Loco,WEA Latina,55,185,156,754119,2021-11-09
185,spotify:track:0MMyJUC3WNnFS1lit5pTjk,Olivia Rodrigo,"jealousy, jealousy",Olivia Rodrigo PS,14,184,170,751586,2021-11-09
186,spotify:track:39LLxExYz6ewLAcYrzQQyP,Dua Lipa,Levitating,Warner Records,35,194,228,748014,2021-11-09
187,spotify:track:2IAR0DziHCjSu16gR4ihvy,Bruno Major,Nothing,Bruno Major,187,-1,1,747861,2021-11-09
188,spotify:track:2xLMifQCjDGFmkHkpNLD9h,Travis Scott,SICKO MODE,Cactus Jack / Epic / Grand Hustle,2,193,1036,744703,2021-11-09
189,spotify:track:7j4OmvkjRz0PrjFADlHfQx,Adele,Set Fire to the Rain,XL Recordings,46,190,26,743585,2021-11-09
190,spotify:track:1JSTJqkT5qHq8MDJnJbRE1,The Police,Every Breath You Take,Polydor Records,129,197,368,743221,2021-11-09
191,spotify:track:4xkOaSrkexMciUUogZKVTS,"Eminem, Nate Dogg",'Till I Collapse,Aftermath,124,-1,217,741208,2021-11-09
192,spotify:track:4yoc5cUWk4OFvqOcvFvw0o,Anuel AA,Dictadura,"Real Hasta La Muerte, LLC",132,180,7,740620,2021-11-09
193,spotify:track:7fBv7CLKzipRk6EC6TWHOB,The Weeknd,The Hills,Universal Republic Records,24,191,238,740191,2021-11-09
194,spotify:track:6ocbgoVGwYJhOv1GgI9NsF,Ariana Grande,7 rings,Republic Records,1,198,991,739944,2021-11-09
195,spotify:track:7BqBn9nzAq8spo5e7cZ0dJ,Bruno Mars,Just the Way You Are,Atlantic Records,115,-1,145,735548,2021-11-09
196,spotify:track:30QR0ndUdiiMQMA9g1PGCm,$uicideboy$,"...And to Those I Love, Thanks for Sticking Around",G59 Records,82,192,49,733019,2021-11-09
197,spotify:track:3hRV0jL3vUpRrcy398teAU,Lord Huron,The Night We Met,IAMSOUND,51,188,200,732039,2021-11-09
198,spotify:track:285pBltuF7vW8TeWk8hdRR,Juice WRLD,Lucid Dreams,Juice WRLD Mixtape / ISR P&D,2,199,1230,731054,2021-11-09
199,spotify:track:7hxHWCCAIIxFLCzvDgnQHX,"Internet Money, Gunna, Don Toliver, NAV","Lemonade (feat. Gunna, Don Toliver & NAV)",Internet Money Records/ TenThousand Projects,2,195,451,730345,2021-11-09
200,spotify:track:60a0Rd6pjrkxjPbaKzXjfq,Linkin Park,In the End,Warner Records,7,-1,164,727709,2021-11-09
