rank,uri,artist_names,track_name,source,peak_rank,previous_rank,days_on_chart,streams,date
173,spotify:track:704LUEih663hiE3CnyUrFW,KAROL G,SEJODIOTO,UMLE - Latino,72,150,50,908106,2021-11-12
174,spotify:track:3AJwUDP919kvQ9QcozQPxg,Coldplay,Yellow,Parlophone UK,92,119,322,905230,2021-11-12
175,spotify:track:4qu63nuBpdn0qHUHuObEj1,"Marshmello, Jonas Brothers",Leave Before You Love Me (with Jonas Brothers),Republic Records,51,123,169,904803,2021-11-12
176,spotify:track:4u06FbRh6FvV2FQZkouzCw,Henrique & Juliano,Arranhão - Ao Vivo,Virgin Music Label And Artist Services (S&D),60,-1,76,903462,2021-11-12
177,spotify:track:18vXApRmJSgQ6wG2ll9AOg,Polo G,RAPSTAR,Columbia,3,133,218,902347,2021-11-12
178,spotify:track:0lJE8f0lx8mUSfMyxeYpiC,"TINI, L-Gante",Bar,Sony Music Latin,178,-1,1,901851,2021-11-12
179,spotify:track:0cOa970mzTWAxKtltpkpLc,"TINI, Maria Becerra",Miénteme,Sony Music Latin,37,151,197,897296,2021-11-12
180,spotify:track:4kGdnA7FzSVsXC29LPghej,"Zé Felipe, Marcynho Sensação",Revoada No Colchão,Som Livre,77,-1,27,896109,2021-11-12
181,spotify:track:0BJMgVrnWIvgYsjq8KaPeh,TWICE,SCIENTIST,Republic Records - TWICE,181,-1,1,894300,2021-11-12
182,spotify:track:1q3RiD1tIWUpGsNFADMlvl,Taylor Swift,All Too Well,"Big Machine Records, LLC",86,86,3,893671,2021-11-12
183,spotify:track:2VxeLyX666F8uXCJ0dZF8B,"Lady Gaga, Bradley Cooper",Shallow,A Star is Born OST,2,135,1140,892996,2021-11-12
184,spotify:track:7lQ8MOhq6IN2w8EYcFNSUk,Eminem,Without Me,Aftermath,143,144,50,891385,2021-11-12
185,spotify:track:2vXKRlJBXyOcvZYTdNeckS,"Gesaffelstein, The Weeknd",Lost in the Fire (feat. The Weeknd),Columbia,12,131,53,889661,2021-11-12
186,spotify:track:7uQZVznj0uQOGC9KhV2Mg6,LISA,LALISA,YG Entertainment/Interscope Records,15,120,64,888556,2021-11-12
187,spotify:track:37Nqx7iavZpotJSDXZWbJ3,"Drake, Lil Baby",Girls Want Girls (with Lil Baby),OVO,1,134,71,887944,2021-11-12
188,spotify:track:4rPkN1FMzQyFNP9cLUGIIB,Dua Lipa,Love Again,Warner Records,49,138,129,886278,2021-11-12
189,spotify:track:2rCbl9naJYhaxjLsfx88uM,"Sebastian Yatra, Myke Towers",Pareja Del Año,UMLE - Latino,9,149,208,884546,2021-11-12
190,spotify:track:003vvx7Niy0yvhvHt4a68B,The Killers,Mr. Brightside,Island Records,132,147,541,883842,2021-11-12
191,spotify:track:161DnLWsx1i3u1JT05lzqU,Bruno Mars,Talking to the Moon,Atlantic Records,42,139,235,883143,2021-11-12
192,spotify:track:5reQI13tWWYDLMrGcUF4Mk,"Monsieur Periné, Vicente Garcia",Nuestra Canción,Monsieur Perine,76,122,20,882758,2021-11-12
193,spotify:track:4jDmJ51x1o9NZB5Nxxc7gY,George Michael,Careless Whisper,Sony Music Entertainment,128,137,17,872768,2021-11-12
194,spotify:track:45bE4HXI0AwGZXfZtMp8JR,Tate McRae,you broke me first,RCA Records Label,12,128,487,867706,2021-11-12
195,spotify:track:0ct6r3EGTcMLPtrXHDvVjc,Avicii,The Nights,Universal Music AB,24,148,244,867072,2021-11-12
196,spotify:track:3U4isOIWM3VvDubwSI3y7a,John Legend,All of Me,G.O.O.D. Music/Columbia,76,140,946,865165,2021-11-12
197,spotify:track:3dYD57lRAUcMHufyqn9GcI,Hozier,Take Me to Church,Columbia,91,141,385,862468,2021-11-12
198,spotify:track:3yfqSUWxFvZELEM4PmlwIR,Eminem,The Real Slim Shady,Interscope,121,156,178,861548,2021-11-12
199,spotify:track:1is8gU4RVcN4J8xItxWoOY,Clinton Kane,I GUESS I'M IN LOVE,Columbia,68,108,85,857532,2021-11-12
200,spotify:track:6w8yBI2vthyN9UnwO4UBWb,"Tiago PZK, LIT killah",Entre Nosotros,WM Chile,31,154,126,856870,2021-11-12
