rank,uri,artist_names,track_name,source,peak_rank,previous_rank,days_on_chart,streams,date
172,spotify:track:2tGvwE8GcFKwNdAXMnlbfl,Olivia Rodrigo,happier,Olivia Rodrigo PS,12,162,177,895843,2021-11-13
173,spotify:track:2eAvDnpXP5W0cVtiI0PUxV,Ruth B.,Dandelions,Columbia,103,167,90,895268,2021-11-13
174,spotify:track:2rCbl9naJYhaxjLsfx88uM,"Sebastian Yatra, Myke Towers",Pareja Del Año,UMLE - Latino,9,189,209,890492,2021-11-13
175,spotify:track:18asYwWugKjjsihZ0YvRxO,"Tiësto, Ava Max",The Motto,Atlantic Records,56,158,9,889866,2021-11-13
176,spotify:track:35mvY5S1H3J2QZyna3TFe0,Ariana Grande,positions,Republic Records,1,172,387,888375,2021-11-13
177,spotify:track:2FRnf9qhLbvw8fu4IBXx78,Wham!,Last Christmas,Epic,2,-1,186,886452,2021-11-13
178,spotify:track:18vXApRmJSgQ6wG2ll9AOg,Polo G,RAPSTAR,Columbia,3,177,219,885079,2021-11-13
179,spotify:track:4u7EnebtmKWzUH433cf5Qv,Queen,Bohemian Rhapsody - Remastered 2011,Hollywood Records,10,-1,1167,881335,2021-11-13
180,spotify:track:7iqOIHHEmu6Vhw25GgQ2eA,"J Balvin, Sech",Una Nota,"Sueños Globales, LLC",43,-1,64,873136,2021-11-13
181,spotify:track:7jtQIBanIiJOMS6RyCx6jZ,Tom Odell,Another Love,ITNO/Columbia,71,170,215,872956,2021-11-13
182,spotify:track:4rPkN1FMzQyFNP9cLUGIIB,Dua Lipa,Love Again,Warner Records,49,188,130,872630,2021-11-13
183,spotify:track:003vvx7Niy0yvhvHt4a68B,The Killers,Mr. Brightside,Island Records,132,190,542,872102,2021-11-13
184,spotify:track:2VxeLyX666F8uXCJ0dZF8B,"Lady Gaga, Bradley Cooper",Shallow,A Star is Born OST,2,183,1141,870681,2021-11-13
185,spotify:track:4kELKaXaNP4EQR8Q8xNIID,Trueno,FEEL ME??,NEUEN,154,-1,11,863810,2021-11-13
186,spotify:track:7uQZVznj0uQOGC9KhV2Mg6,LISA,LALISA,YG Entertainment/Interscope Records,15,186,65,859620,2021-11-13
187,spotify:track:0RYHqnmtNRfbYxP6Dn8Vse,Siouxxie,masquerade,Elektra (NEK),142,-1,27,858807,2021-11-13
188,spotify:track:3AJwUDP919kvQ9QcozQPxg,Coldplay,Yellow,Parlophone UK,92,174,323,858291,2021-11-13
189,spotify:track:4jDmJ51x1o9NZB5Nxxc7gY,George Michael,Careless Whisper,Sony Music Entertainment,128,193,18,858154,2021-11-13
190,spotify:track:6b2HYgqcK9mvktt4GxAu72,"Justin Quiles, Chimbala, Zion & Lennox",Loco,WEA Latina,55,-1,159,854856,2021-11-13
191,spotify:track:6w8yBI2vthyN9UnwO4UBWb,"Tiago PZK, LIT killah",Entre Nosotros,WM Chile,31,200,127,854805,2021-11-13
192,spotify:track:4vv8wcnT04GHHbUCFBAiHF,"Randy, Ape Drums",23 (With Ape Drums),Roses and Wine Music / One RPM,190,-1,2,852138,2021-11-13
193,spotify:track:0ct6r3EGTcMLPtrXHDvVjc,Avicii,The Nights,Universal Music AB,24,195,245,850667,2021-11-13
194,spotify:track:37Nqx7iavZpotJSDXZWbJ3,"Drake, Lil Baby",Girls Want Girls (with Lil Baby),OVO,1,187,72,850286,2021-11-13
195,spotify:track:4qu63nuBpdn0qHUHuObEj1,"Marshmello, Jonas Brothers",Leave Before You Love Me (with Jonas Brothers),Republic Records,51,175,170,849004,2021-11-13
196,spotify:track:0DuWDLjriRPjDRoPgaCslY,Adele,Love In The Dark,XL Recordings,40,165,35,848869,2021-11-13
197,spotify:track:5reQI13tWWYDLMrGcUF4Mk,"Monsieur Periné, Vicente Garcia",Nuestra Canción,Monsieur Perine,76,192,21,848605,2021-11-13
198,spotify:track:7lQ8MOhq6IN2w8EYcFNSUk,Eminem,Without Me,Aftermath,143,184,51,847413,2021-11-13
199,spotify:track:161DnLWsx1i3u1JT05lzqU,Bruno Mars,Talking to the Moon,Atlantic Records,42,191,236,843031,2021-11-13
200,spotify:track:48Ll1C6qAnP2UjnopQDh4a,"Mc Anjim, Dj Lv Mdp, DJ PH DA SERRA",Bala Love,Mc Anjim,83,-1,50,840015,2021-11-13
